,speaker,file,word,time,f1,f2,f3,f0,language,gender,glottocode,item,ipa,c1,c1_phonation,vowel,anteropost,height,c2,c2_phonation,c2_place
1771,it02,it02-078,bada,8,743.6571396047314,1401.5404274982964,2738.902112649378,156.51585722752242,Italian,m,ital1282,6,bada,b,voiced,a,central,low,d,voiced,coronal
1772,it02,it02-078,bada,9,688.6638526442155,1412.7165033952035,2742.6499524553838,158.5195418841676,Italian,m,ital1282,6,bada,b,voiced,a,central,low,d,voiced,coronal
1773,it02,it02-079,boco,1,506.1864378298765,885.736901260428,2818.7660492576074,165.6724038808232,Italian,m,ital1282,15,boko,b,voiced,o,back,mid,k,voiceless,velar
1774,it02,it02-079,boco,2,553.3081795181471,916.1169531448776,2873.699802051765,161.33280227647973,Italian,m,ital1282,15,boko,b,voiced,o,back,mid,k,voiceless,velar
1775,it02,it02-079,boco,3,583.3184565696524,941.7603375636544,2890.4740983655424,160.52744484201023,Italian,m,ital1282,15,boko,b,voiced,o,back,mid,k,voiceless,velar
1776,it02,it02-079,boco,4,587.9092194800679,939.1741162135306,2888.377658921997,162.15922645537484,Italian,m,ital1282,15,boko,b,voiced,o,back,mid,k,voiceless,velar
1777,it02,it02-079,boco,5,582.8655617130439,920.9578876861556,2883.897311008427,164.597887593279,Italian,m,ital1282,15,boko,b,voiced,o,back,mid,k,voiceless,velar
1778,it02,it02-079,boco,6,574.517385395432,896.7266020455165,2858.709673135009,166.98301123829685,Italian,m,ital1282,15,boko,b,voiced,o,back,mid,k,voiceless,velar
1779,it02,it02-079,boco,7,563.2314147480886,884.7572588733367,2884.090705931154,170.23055029283304,Italian,m,ital1282,15,boko,b,voiced,o,back,mid,k,voiceless,velar
1780,it02,it02-079,boco,8,539.4316269805809,874.5064359593351,2789.514885190789,172.38659752370486,Italian,m,ital1282,15,boko,b,voiced,o,back,mid,k,voiceless,velar
1781,it02,it02-079,boco,9,517.460408589204,862.4958336095879,2747.2944471969718,169.87625203066034,Italian,m,ital1282,15,boko,b,voiced,o,back,mid,k,voiceless,velar
1782,it02,it02-080,pata,1,727.6876170854805,1143.608850713583,2528.2858189770727,158.7807374880656,Italian,m,ital1282,1,pata,p,voiceless,a,central,low,t,voiceless,coronal
1783,it02,it02-080,pata,2,756.0947156033031,1189.3541033962874,2515.6167453895337,157.0014944042116,Italian,m,ital1282,1,pata,p,voiceless,a,central,low,t,voiceless,coronal
1784,it02,it02-080,pata,3,753.9081340059338,1223.4561428660936,2463.925275014622,155.11732501430572,Italian,m,ital1282,1,pata,p,voiceless,a,central,low,t,voiceless,coronal
1785,it02,it02-080,pata,4,761.0861185228292,1234.3563536510176,2445.994181601888,154.6268553623164,Italian,m,ital1282,1,pata,p,voiceless,a,central,low,t,voiceless,coronal
1786,it02,it02-080,pata,5,765.5081072774337,1257.2516115718297,2438.5224342649108,155.72027988604685,Italian,m,ital1282,1,pata,p,voiceless,a,central,low,t,voiceless,coronal
1787,it02,it02-080,pata,6,769.9383344982205,1299.9209638779205,2498.1814417042774,157.12761740274794,Italian,m,ital1282,1,pata,p,voiceless,a,central,low,t,voiceless,coronal
1788,it02,it02-080,pata,7,771.7409588392026,1349.2196210586217,2563.005008390396,158.83763091062434,Italian,m,ital1282,1,pata,p,voiceless,a,central,low,t,voiceless,coronal
1789,it02,it02-080,pata,8,761.5388524793578,1371.4691568349535,2609.823282933736,160.25383155881278,Italian,m,ital1282,1,pata,p,voiceless,a,central,low,t,voiceless,coronal
1790,it02,it02-080,pata,9,640.7025950455659,1017.945596875029,1357.9585650773254,162.18063349015603,Italian,m,ital1282,1,pata,p,voiceless,a,central,low,t,voiceless,coronal
1791,it02,it02-081,pogo,1,549.6050631034444,885.7029283713624,2614.446508890259,158.61018587199587,Italian,m,ital1282,12,pogo,p,voiceless,o,back,mid,g,voiced,velar
1792,it02,it02-081,pogo,2,595.373951577016,936.0168041042676,2588.491909369713,155.80936892678787,Italian,m,ital1282,12,pogo,p,voiceless,o,back,mid,g,voiced,velar
1793,it02,it02-081,pogo,3,607.375952984148,945.7681075720848,2571.727743274636,154.79175979800186,Italian,m,ital1282,12,pogo,p,voiceless,o,back,mid,g,voiced,velar
1794,it02,it02-081,pogo,4,611.2974596749895,945.5650607409244,2534.5602510055364,154.36033152373614,Italian,m,ital1282,12,pogo,p,voiceless,o,back,mid,g,voiced,velar
1795,it02,it02-081,pogo,5,606.5631764913016,937.7691285476792,2503.661335416185,154.47429447125774,Italian,m,ital1282,12,pogo,p,voiceless,o,back,mid,g,voiced,velar
1796,it02,it02-081,pogo,6,591.2073481882597,919.7629814858424,2436.759926705661,155.72173015437383,Italian,m,ital1282,12,pogo,p,voiceless,o,back,mid,g,voiced,velar
1797,it02,it02-081,pogo,7,567.1036756486476,920.7059316435416,2369.07749194309,156.71577064543845,Italian,m,ital1282,12,pogo,p,voiceless,o,back,mid,g,voiced,velar
1798,it02,it02-081,pogo,8,513.3886796961393,928.1826636255,2429.975975721519,156.57629299376455,Italian,m,ital1282,12,pogo,p,voiceless,o,back,mid,g,voiced,velar
1799,it02,it02-081,pogo,9,439.4078823877336,918.7619128085472,2508.097183414428,153.96896120733498,Italian,m,ital1282,12,pogo,p,voiceless,o,back,mid,g,voiced,velar
1800,it02,it02-082,paca,1,634.0569932710854,1073.0633753192108,2205.176438142075,156.6671995492881,Italian,m,ital1282,3,paka,p,voiceless,a,central,low,k,voiceless,velar
1801,it02,it02-082,paca,2,730.7440307420582,1132.8873011827793,2150.792210164445,156.71772948463862,Italian,m,ital1282,3,paka,p,voiceless,a,central,low,k,voiceless,velar
1802,it02,it02-082,paca,3,740.0027144306933,1206.8532653144453,2286.885349582188,155.3835141064394,Italian,m,ital1282,3,paka,p,voiceless,a,central,low,k,voiceless,velar
1803,it02,it02-082,paca,4,733.7905823268705,1239.0833002043237,2304.538681933097,153.58837233339844,Italian,m,ital1282,3,paka,p,voiceless,a,central,low,k,voiceless,velar
1804,it02,it02-082,paca,5,734.0642302487682,1253.0176800650104,2261.787020439615,152.9754017694854,Italian,m,ital1282,3,paka,p,voiceless,a,central,low,k,voiceless,velar
1805,it02,it02-082,paca,6,732.2756970425175,1272.5157031470476,2210.264214745503,152.50404586181497,Italian,m,ital1282,3,paka,p,voiceless,a,central,low,k,voiceless,velar
1806,it02,it02-082,paca,7,724.4157901811722,1300.5163924360895,2192.7444922547447,151.76265591478187,Italian,m,ital1282,3,paka,p,voiceless,a,central,low,k,voiceless,velar
1807,it02,it02-082,paca,8,709.2957855158169,1341.3309202446471,2165.1461211803653,151.33304496127744,Italian,m,ital1282,3,paka,p,voiceless,a,central,low,k,voiceless,velar
1808,it02,it02-082,paca,9,690.561359610548,1412.3968073396377,2062.129350754433,149.2274734820997,Italian,m,ital1282,3,paka,p,voiceless,a,central,low,k,voiceless,velar
1809,it02,it02-083,pudu,1,352.934252365628,746.0016623943883,2754.5438437393136,168.03805242359826,Italian,m,ital1282,18,pudu,p,voiceless,u,back,high,d,voiced,coronal
1810,it02,it02-083,pudu,2,354.1719197395966,710.6367597871833,2758.2600852840565,168.6795723611567,Italian,m,ital1282,18,pudu,p,voiceless,u,back,high,d,voiced,coronal
1811,it02,it02-083,pudu,3,351.3556920502425,687.9809887269665,2732.0098386332616,169.80966608878265,Italian,m,ital1282,18,pudu,p,voiceless,u,back,high,d,voiced,coronal
1812,it02,it02-083,pudu,4,351.5487294584486,699.6053590542637,2703.440410632911,171.31515427119066,Italian,m,ital1282,18,pudu,p,voiceless,u,back,high,d,voiced,coronal
1813,it02,it02-083,pudu,5,353.67333737594345,761.6965549319107,2677.151230471244,172.82740454732112,Italian,m,ital1282,18,pudu,p,voiceless,u,back,high,d,voiced,coronal
1814,it02,it02-083,pudu,6,343.8674478433634,840.1076460567006,2731.434549354301,174.14848560873247,Italian,m,ital1282,18,pudu,p,voiceless,u,back,high,d,voiced,coronal
1815,it02,it02-083,pudu,7,339.30290604745875,923.6047068730168,2792.0281809552725,175.68286012554685,Italian,m,ital1282,18,pudu,p,voiceless,u,back,high,d,voiced,coronal
1816,it02,it02-083,pudu,8,330.9886086462733,1029.211732538347,2774.408594418308,177.41847904795472,Italian,m,ital1282,18,pudu,p,voiceless,u,back,high,d,voiced,coronal
1817,it02,it02-083,pudu,9,318.3845252410574,1157.9388881968796,2717.724612521313,178.34170692723586,Italian,m,ital1282,18,pudu,p,voiceless,u,back,high,d,voiced,coronal
1818,it02,it02-084,baga,1,661.7503254812726,1214.4518384065009,2661.933163601461,155.7806804963202,Italian,m,ital1282,8,baga,b,voiced,a,central,low,g,voiced,velar
1819,it02,it02-084,baga,2,722.9216637219507,1296.3115831528696,2747.670161332757,151.9564488654969,Italian,m,ital1282,8,baga,b,voiced,a,central,low,g,voiced,velar
1820,it02,it02-084,baga,3,724.1603456620205,1273.7242286089,2599.6112179103907,149.61823663518356,Italian,m,ital1282,8,baga,b,voiced,a,central,low,g,voiced,velar
1821,it02,it02-084,baga,4,756.3140595547195,1272.375413449026,2578.998111359537,148.54323127743285,Italian,m,ital1282,8,baga,b,voiced,a,central,low,g,voiced,velar
1822,it02,it02-084,baga,5,783.4421812238876,1319.912584976688,2536.646947676295,148.38014021387178,Italian,m,ital1282,8,baga,b,voiced,a,central,low,g,voiced,velar
1823,it02,it02-084,baga,6,775.9187515150248,1393.2756776773772,2124.6317753099297,148.12999112626952,Italian,m,ital1282,8,baga,b,voiced,a,central,low,g,voiced,velar
1824,it02,it02-084,baga,7,741.2898198319709,1444.2657323394658,2422.7087176731097,148.2878905550509,Italian,m,ital1282,8,baga,b,voiced,a,central,low,g,voiced,velar
1825,it02,it02-084,baga,8,702.8937834079084,1485.2079895232846,2383.3187633529483,148.70471875125955,Italian,m,ital1282,8,baga,b,voiced,a,central,low,g,voiced,velar
1826,it02,it02-084,baga,9,632.9739173735644,1559.8281721124151,2417.823290019803,148.1960729910429,Italian,m,ital1282,8,baga,b,voiced,a,central,low,g,voiced,velar
1827,it02,it02-085,poto,1,498.7930031059845,832.1953645356873,2822.9155787886607,156.42540307145586,Italian,m,ital1282,9,poto,p,voiceless,o,back,mid,t,voiceless,coronal
1828,it02,it02-085,poto,2,566.8286463210467,839.063337548513,2831.441653543092,153.7768682158888,Italian,m,ital1282,9,poto,p,voiceless,o,back,mid,t,voiceless,coronal
1829,it02,it02-085,poto,3,584.8839138204884,841.7949686903856,2835.6354921995808,152.16422974677627,Italian,m,ital1282,9,poto,p,voiceless,o,back,mid,t,voiceless,coronal
1830,it02,it02-085,poto,4,586.5236405587042,827.7845137358357,2885.978858980903,149.83246444721422,Italian,m,ital1282,9,poto,p,voiceless,o,back,mid,t,voiceless,coronal
1831,it02,it02-085,poto,5,584.6115624586979,815.5568864390483,2864.1667076667486,148.83783177393053,Italian,m,ital1282,9,poto,p,voiceless,o,back,mid,t,voiceless,coronal
1832,it02,it02-085,poto,6,577.6952918517223,816.6726153906245,2844.5515053383283,149.54493313441893,Italian,m,ital1282,9,poto,p,voiceless,o,back,mid,t,voiceless,coronal
1833,it02,it02-085,poto,7,573.9396275164787,837.954392250896,2810.618962190483,149.96004202448378,Italian,m,ital1282,9,poto,p,voiceless,o,back,mid,t,voiceless,coronal
1834,it02,it02-085,poto,8,563.3724721855021,872.9147530182994,2740.9290336756003,151.54875397862563,Italian,m,ital1282,9,poto,p,voiceless,o,back,mid,t,voiceless,coronal
1835,it02,it02-085,poto,9,539.485641648148,896.1323453109253,2820.309597103812,152.17942804431846,Italian,m,ital1282,9,poto,p,voiceless,o,back,mid,t,voiceless,coronal
1836,it02,it02-086,bucu,1,345.30484878299785,793.1277165777847,2694.309926287531,163.2753033967643,Italian,m,ital1282,23,buku,b,voiced,u,back,high,k,voiceless,velar
1837,it02,it02-086,bucu,2,334.3529561010373,769.1666937424014,2728.1729622949365,166.87188376531563,Italian,m,ital1282,23,buku,b,voiced,u,back,high,k,voiceless,velar
1838,it02,it02-086,bucu,3,339.942469748674,721.3716102867262,2617.345226470665,169.17444920632173,Italian,m,ital1282,23,buku,b,voiced,u,back,high,k,voiceless,velar
1839,it02,it02-086,bucu,4,335.1118443600583,669.8445646251042,2740.615830349128,171.72871478818203,Italian,m,ital1282,23,buku,b,voiced,u,back,high,k,voiceless,velar
1840,it02,it02-086,bucu,5,331.9939295462751,678.4753167711253,2726.7398983082467,174.88877756799238,Italian,m,ital1282,23,buku,b,voiced,u,back,high,k,voiceless,velar
1841,it02,it02-086,bucu,6,324.703042669039,678.7705698252774,2662.3419671648094,176.95663853762866,Italian,m,ital1282,23,buku,b,voiced,u,back,high,k,voiceless,velar
1842,it02,it02-086,bucu,7,317.14761616770915,659.0798482836632,2604.703559612804,177.36692260671148,Italian,m,ital1282,23,buku,b,voiced,u,back,high,k,voiceless,velar
1843,it02,it02-086,bucu,8,305.303269069263,654.2942775818857,2476.463170135352,174.70003205673137,Italian,m,ital1282,23,buku,b,voiced,u,back,high,k,voiceless,velar
1844,it02,it02-086,bucu,9,297.29617420289736,569.6486760547432,2202.3686825771088,166.7027446585005,Italian,m,ital1282,23,buku,b,voiced,u,back,high,k,voiceless,velar
1845,it02,it02-087,putu,1,362.0308602718089,785.5494499824026,3035.5257574463008,172.41471559054156,Italian,m,ital1282,17,putu,p,voiceless,u,back,high,t,voiceless,coronal
1846,it02,it02-087,putu,2,360.20692182890946,750.4416554167079,2772.12354699408,172.61069226104746,Italian,m,ital1282,17,putu,p,voiceless,u,back,high,t,voiceless,coronal
1847,it02,it02-087,putu,3,358.0202791150635,692.8590515219989,2806.692239426991,173.58019254207912,Italian,m,ital1282,17,putu,p,voiceless,u,back,high,t,voiceless,coronal
1848,it02,it02-087,putu,4,355.2087662544477,730.2450574377256,2810.4582483765307,173.89113699088847,Italian,m,ital1282,17,putu,p,voiceless,u,back,high,t,voiceless,coronal
1849,it02,it02-087,putu,5,350.0020081862359,782.2051121976522,2784.565351258957,173.33214877908264,Italian,m,ital1282,17,putu,p,voiceless,u,back,high,t,voiceless,coronal
1850,it02,it02-087,putu,6,347.7250316454044,835.880116897799,2698.519569602012,171.9473626026763,Italian,m,ital1282,17,putu,p,voiceless,u,back,high,t,voiceless,coronal
1851,it02,it02-087,putu,7,352.2792785285172,864.2345499857295,2571.438555306516,170.4663668851902,Italian,m,ital1282,17,putu,p,voiceless,u,back,high,t,voiceless,coronal
1852,it02,it02-087,putu,8,347.3104587264173,961.6795530735986,2492.428865971057,169.04828054273753,Italian,m,ital1282,17,putu,p,voiceless,u,back,high,t,voiceless,coronal
1853,it02,it02-087,putu,9,338.3590479489848,1123.8087087872154,2489.981708132992,167.43653403957083,Italian,m,ital1282,17,putu,p,voiceless,u,back,high,t,voiceless,coronal
1854,it02,it02-088,bugu,1,336.9770828041774,734.4539258191455,2714.148194022824,166.29065399361244,Italian,m,ital1282,24,bugu,b,voiced,u,back,high,g,voiced,velar
1855,it02,it02-088,bugu,2,340.2809990492333,679.2111544995835,2742.1660077017173,169.1058879482354,Italian,m,ital1282,24,bugu,b,voiced,u,back,high,g,voiced,velar
1856,it02,it02-088,bugu,3,343.05911172709904,695.9687208641453,2752.596474233804,170.88991401833027,Italian,m,ital1282,24,bugu,b,voiced,u,back,high,g,voiced,velar
1857,it02,it02-088,bugu,4,340.9035263300467,682.5556503468781,2790.2233449412006,173.24538994207114,Italian,m,ital1282,24,bugu,b,voiced,u,back,high,g,voiced,velar
1858,it02,it02-088,bugu,5,335.1634185015984,704.4691283020177,2738.4954605689977,176.5891587418942,Italian,m,ital1282,24,bugu,b,voiced,u,back,high,g,voiced,velar
1859,it02,it02-088,bugu,6,328.29468551725785,700.6630026326508,2715.0878741715605,178.8221660359506,Italian,m,ital1282,24,bugu,b,voiced,u,back,high,g,voiced,velar
1860,it02,it02-088,bugu,7,322.15874957644894,692.8976339831264,2714.8062176043345,180.41782258415603,Italian,m,ital1282,24,bugu,b,voiced,u,back,high,g,voiced,velar
1861,it02,it02-088,bugu,8,316.36562474724684,697.4128173443504,2648.365406759769,181.86407169726573,Italian,m,ital1282,24,bugu,b,voiced,u,back,high,g,voiced,velar
1862,it02,it02-088,bugu,9,300.2140238755843,690.5597343096975,2600.1190171794738,182.3956918850922,Italian,m,ital1282,24,bugu,b,voiced,u,back,high,g,voiced,velar
1863,it02,it02-089,pada,1,722.2285730355204,1151.860098934847,2374.661449214316,153.02732804940504,Italian,m,ital1282,2,pada,p,voiceless,a,central,low,d,voiced,coronal
1864,it02,it02-089,pada,2,732.0517768778327,1197.2927494045837,2205.6205697807827,149.85007697572843,Italian,m,ital1282,2,pada,p,voiceless,a,central,low,d,voiced,coronal
1865,it02,it02-089,pada,3,756.3865479555752,1233.5280696111854,2324.889205318272,147.8994823678041,Italian,m,ital1282,2,pada,p,voiceless,a,central,low,d,voiced,coronal
1866,it02,it02-089,pada,4,767.9592486557538,1301.7482265142153,2121.9717001777626,146.74009999748588,Italian,m,ital1282,2,pada,p,voiceless,a,central,low,d,voiced,coronal
1867,it02,it02-089,pada,5,776.196519137983,1355.9988422682031,1410.0305382267798,146.97943126970236,Italian,m,ital1282,2,pada,p,voiceless,a,central,low,d,voiced,coronal
1868,it02,it02-089,pada,6,762.4962272096172,1362.1290029798606,1473.8947022043924,147.44767023370602,Italian,m,ital1282,2,pada,p,voiceless,a,central,low,d,voiced,coronal
1869,it02,it02-089,pada,7,748.3337384864615,1351.3214311524864,2417.578428701221,148.9255900931024,Italian,m,ital1282,2,pada,p,voiceless,a,central,low,d,voiced,coronal
1870,it02,it02-089,pada,8,701.0819055329789,1344.7504530153478,1604.0160310070846,149.19455377197585,Italian,m,ital1282,2,pada,p,voiceless,a,central,low,d,voiced,coronal
1871,it02,it02-089,pada,9,604.5696931742308,1262.6214407510342,1334.8970842623962,150.2786702356161,Italian,m,ital1282,2,pada,p,voiceless,a,central,low,d,voiced,coronal
1872,it02,it02-090,boto,1,481.69975938803145,887.022503756523,2829.3458312458897,163.9160227387956,Italian,m,ital1282,13,boto,b,voiced,o,back,mid,t,voiceless,coronal
1873,it02,it02-090,boto,2,524.8551145473981,896.250913324119,2881.31017987056,161.13096357629968,Italian,m,ital1282,13,boto,b,voiced,o,back,mid,t,voiceless,coronal
1874,it02,it02-090,boto,3,576.6047323155137,917.4275719383058,2883.257942009612,159.43230066392718,Italian,m,ital1282,13,boto,b,voiced,o,back,mid,t,voiceless,coronal
1875,it02,it02-090,boto,4,597.8709603442489,941.3711828656958,2888.904658268417,158.411966602255,Italian,m,ital1282,13,boto,b,voiced,o,back,mid,t,voiceless,coronal
1876,it02,it02-090,boto,5,607.5129515563758,947.6171771038636,2895.558363298916,158.15688973507662,Italian,m,ital1282,13,boto,b,voiced,o,back,mid,t,voiceless,coronal
1877,it02,it02-090,boto,6,609.205014800006,946.4160629576772,2870.011917935172,157.9259115043931,Italian,m,ital1282,13,boto,b,voiced,o,back,mid,t,voiceless,coronal
1878,it02,it02-090,boto,7,607.5844937544357,953.801610544888,2863.2250768055364,156.86174092696083,Italian,m,ital1282,13,boto,b,voiced,o,back,mid,t,voiceless,coronal
1879,it02,it02-090,boto,8,602.056210848386,982.8579716655923,2825.185311969462,156.53656980459823,Italian,m,ital1282,13,boto,b,voiced,o,back,mid,t,voiceless,coronal
1880,it02,it02-090,boto,9,570.195609134155,1032.5110681802244,2910.721445247113,157.21123418637663,Italian,m,ital1282,13,boto,b,voiced,o,back,mid,t,voiceless,coronal
1881,it02,it02-091,poco,1,505.77151247835417,884.5657995997883,2527.136202435912,164.03976059508992,Italian,m,ital1282,11,poko,p,voiceless,o,back,mid,k,voiceless,velar
1882,it02,it02-091,poco,2,584.508755496412,904.4940660430216,2557.2522311252924,157.94870036181487,Italian,m,ital1282,11,poko,p,voiceless,o,back,mid,k,voiceless,velar
1883,it02,it02-091,poco,3,611.9263381925581,952.2270834118176,2569.6251763107075,155.4023812542682,Italian,m,ital1282,11,poko,p,voiceless,o,back,mid,k,voiceless,velar
1884,it02,it02-091,poco,4,618.3965143313311,950.979500559424,2519.974658590447,153.1386228782081,Italian,m,ital1282,11,poko,p,voiceless,o,back,mid,k,voiceless,velar
1885,it02,it02-091,poco,5,625.6173165367851,947.861131682548,2529.4745364569226,151.35923317693005,Italian,m,ital1282,11,poko,p,voiceless,o,back,mid,k,voiceless,velar
1886,it02,it02-091,poco,6,628.343463413114,939.962160424226,2434.0537483156504,150.46887256350243,Italian,m,ital1282,11,poko,p,voiceless,o,back,mid,k,voiceless,velar
1887,it02,it02-091,poco,7,623.712770964681,927.0303423654908,2369.097229569599,150.3132406854654,Italian,m,ital1282,11,poko,p,voiceless,o,back,mid,k,voiceless,velar
1888,it02,it02-091,poco,8,607.6921714168748,914.4935844132827,2311.0935987581584,149.70074193525463,Italian,m,ital1282,11,poko,p,voiceless,o,back,mid,k,voiceless,velar
1889,it02,it02-091,poco,9,572.6994233509809,897.4472004462727,2243.964178899944,149.07351960333426,Italian,m,ital1282,11,poko,p,voiceless,o,back,mid,k,voiceless,velar
1890,it02,it02-092,bodo,1,502.0337086075365,904.4044284938076,2759.1875664461013,165.31285336800073,Italian,m,ital1282,14,bodo,b,voiced,o,back,mid,d,voiced,coronal
1891,it02,it02-092,bodo,2,554.4903420193066,910.213632989473,2823.72030482028,161.72751922408796,Italian,m,ital1282,14,bodo,b,voiced,o,back,mid,d,voiced,coronal
1892,it02,it02-092,bodo,3,594.2479258315857,947.666601420479,2851.5061161291965,160.0562134298511,Italian,m,ital1282,14,bodo,b,voiced,o,back,mid,d,voiced,coronal
1893,it02,it02-092,bodo,4,608.0112745426954,955.0011417238592,2856.3568100075468,159.45901855978073,Italian,m,ital1282,14,bodo,b,voiced,o,back,mid,d,voiced,coronal
1894,it02,it02-092,bodo,5,610.7143817765782,949.2566124785684,2835.653594406037,158.89007113114286,Italian,m,ital1282,14,bodo,b,voiced,o,back,mid,d,voiced,coronal
1895,it02,it02-092,bodo,6,611.9408530554715,952.6836217085224,2856.054111624832,159.58738478691166,Italian,m,ital1282,14,bodo,b,voiced,o,back,mid,d,voiced,coronal
1896,it02,it02-092,bodo,7,606.1026238250492,984.3804831653788,2825.0439052746133,159.01952614879627,Italian,m,ital1282,14,bodo,b,voiced,o,back,mid,d,voiced,coronal
1897,it02,it02-092,bodo,8,584.1568642880329,1047.648652414165,2796.912695220004,158.11616629470691,Italian,m,ital1282,14,bodo,b,voiced,o,back,mid,d,voiced,coronal
1898,it02,it02-092,bodo,9,479.95461265617126,1152.3099390235768,2763.3035909638816,158.26049865331862,Italian,m,ital1282,14,bodo,b,voiced,o,back,mid,d,voiced,coronal
1899,it02,it02-093,pucu,1,359.58868273246173,687.327409710272,2635.388833141551,177.08678656302487,Italian,m,ital1282,19,puku,p,voiceless,u,back,high,k,voiceless,velar
1900,it02,it02-093,pucu,2,359.5712627566986,712.5338082725434,2661.236940913258,178.83586743899122,Italian,m,ital1282,19,puku,p,voiceless,u,back,high,k,voiceless,velar
1901,it02,it02-093,pucu,3,358.1549378729826,716.589717344463,2679.1783030262604,180.3706451937267,Italian,m,ital1282,19,puku,p,voiceless,u,back,high,k,voiceless,velar
1902,it02,it02-093,pucu,4,354.83571674683765,711.9661146803425,2697.254008340764,181.63583511274408,Italian,m,ital1282,19,puku,p,voiceless,u,back,high,k,voiceless,velar
1903,it02,it02-093,pucu,5,353.0473773373925,710.3927942363796,2658.4846860117755,180.7407801493239,Italian,m,ital1282,19,puku,p,voiceless,u,back,high,k,voiceless,velar
1904,it02,it02-093,pucu,6,344.955856498527,699.8667844909622,2613.7193334753506,179.18351699313754,Italian,m,ital1282,19,puku,p,voiceless,u,back,high,k,voiceless,velar
1905,it02,it02-093,pucu,7,322.9406134944284,687.0451463483673,2630.201660879555,175.89337419227377,Italian,m,ital1282,19,puku,p,voiceless,u,back,high,k,voiceless,velar
1906,it02,it02-093,pucu,8,300.97431757991416,679.1116206070897,2471.706174567971,170.24989412335228,Italian,m,ital1282,19,puku,p,voiceless,u,back,high,k,voiceless,velar
1907,it02,it02-093,pucu,9,296.2026503560184,683.3777720133163,2464.287179683801,163.53881214302982,Italian,m,ital1282,19,puku,p,voiceless,u,back,high,k,voiceless,velar
1908,it02,it02-094,budu,1,331.8324551270404,781.4270745952957,2683.4141335573595,168.2588961322103,Italian,m,ital1282,22,budu,b,voiced,u,back,high,d,voiced,coronal
1909,it02,it02-094,budu,2,334.120528642792,797.6107800176701,2720.3296793115524,170.05465565579075,Italian,m,ital1282,22,budu,b,voiced,u,back,high,d,voiced,coronal
1910,it02,it02-094,budu,3,331.6188620744379,712.1988465581938,2790.282738213644,173.2571442747587,Italian,m,ital1282,22,budu,b,voiced,u,back,high,d,voiced,coronal
1911,it02,it02-094,budu,4,323.02655787947083,697.0699979085837,2845.75631188291,177.1669897788819,Italian,m,ital1282,22,budu,b,voiced,u,back,high,d,voiced,coronal
1912,it02,it02-094,budu,5,322.4364339138996,709.1343172529187,2810.6179557810983,179.0864467206227,Italian,m,ital1282,22,budu,b,voiced,u,back,high,d,voiced,coronal
1913,it02,it02-094,budu,6,313.5601721596521,722.206452488122,2722.311515325181,179.59925971821596,Italian,m,ital1282,22,budu,b,voiced,u,back,high,d,voiced,coronal
1914,it02,it02-094,budu,7,313.28894149773834,898.5382460687736,2688.4101558562784,179.96263767321136,Italian,m,ital1282,22,budu,b,voiced,u,back,high,d,voiced,coronal
1915,it02,it02-094,budu,8,312.0816352703489,1023.4070650382528,2721.261880676141,179.7921917835339,Italian,m,ital1282,22,budu,b,voiced,u,back,high,d,voiced,coronal
1916,it02,it02-094,budu,9,302.4963202516415,1207.1668127717624,2628.094647680966,178.63725513354595,Italian,m,ital1282,22,budu,b,voiced,u,back,high,d,voiced,coronal
1917,it02,it02-095,bata,1,616.8586038764138,1145.809631120624,2579.252739862515,156.59411603251888,Italian,m,ital1282,5,bata,b,voiced,a,central,low,t,voiceless,coronal
1918,it02,it02-095,bata,2,713.906817719498,1197.4812809267935,2602.383550572642,153.21306724878815,Italian,m,ital1282,5,bata,b,voiced,a,central,low,t,voiceless,coronal
1919,it02,it02-095,bata,3,738.9682523365392,1221.5472724299646,2530.8755387009896,151.9960850207504,Italian,m,ital1282,5,bata,b,voiced,a,central,low,t,voiceless,coronal
1920,it02,it02-095,bata,4,762.2067807322813,1217.1556762651596,2430.900455476301,150.93343005889705,Italian,m,ital1282,5,bata,b,voiced,a,central,low,t,voiceless,coronal
1921,it02,it02-095,bata,5,779.6906823749592,1232.270808542202,2495.3997320659128,150.27457329785344,Italian,m,ital1282,5,bata,b,voiced,a,central,low,t,voiceless,coronal
1922,it02,it02-095,bata,6,782.5024022878011,1238.3074808424387,2528.6382234959497,151.01998454453732,Italian,m,ital1282,5,bata,b,voiced,a,central,low,t,voiceless,coronal
1923,it02,it02-095,bata,7,776.8405836039435,1258.218712391748,2604.8072285204894,151.66174677253858,Italian,m,ital1282,5,bata,b,voiced,a,central,low,t,voiceless,coronal
1924,it02,it02-095,bata,8,754.4972234507111,1273.966652751056,2498.217569088768,151.99657348482634,Italian,m,ital1282,5,bata,b,voiced,a,central,low,t,voiceless,coronal
1925,it02,it02-095,bata,9,713.8029217769912,1225.8359685112844,1829.4926689309727,150.28865572965975,Italian,m,ital1282,5,bata,b,voiced,a,central,low,t,voiceless,coronal
1926,it02,it02-096,paga,1,642.7881650441893,1089.0776820266676,2253.968632800764,162.16733847437115,Italian,m,ital1282,4,paga,p,voiceless,a,central,low,g,voiced,velar
1927,it02,it02-096,paga,2,744.9533144042346,1147.920660576751,2290.202688639757,158.14395892363996,Italian,m,ital1282,4,paga,p,voiceless,a,central,low,g,voiced,velar
1928,it02,it02-096,paga,3,754.282753793579,1235.3866522952917,2255.6428024777647,154.76628519649933,Italian,m,ital1282,4,paga,p,voiceless,a,central,low,g,voiced,velar
